Nama SPKLU,Alamat,Waktu Operasi,Jam Buka,Jarak,Konektor,Charging Slots,Ketersediaan,Timestamp
SPKLU UP3 BELITUNG,"Jl. Ahmad Yani No.111, Belitung, Kepulauan Bangka Belitung",Buka 24 Jam,4.84,709.53 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 21:27:18
SPKLU PLN ULP Muratara,"Lawang Agung, Kec. Rupit, Kab. Musi Rawas Utara, Sumatera Selatan",Buka 24 Jam,0.00,283.30 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 20:44:36
SPKLU PLN UP3 CIKOKOL,"Sukasari, Kec. Tangerang, Kota Tangerang, Banten 15118",Buka 24 Jam,4.83,839.98 km,2/4 Konektor Tersedia,"('7 kW', '7 kW', '100 kW', '100 kW')","(1, 1, 0, 0)",2025-05-14 21:57:47
SPKLU PLN RS SITI RAHMAH,"Jl. By Pass No.KM.15, Aie Pacah, Kec. Koto Tangah, Kota Padang, Sumatera Barat 25586",Buka 24 Jam,0.00,156.73 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 20:31:30
SPKLU IBI DARMAJAYA,"Jl. ZA. Pagar Alam No.93, Gedong Meneng, Kec. Rajabasa, Kota Bandar Lampung, Lampung 35141",Buka 24 Jam,4.00,674.24 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:21:07
SPKLU PLN UID RIAU & KEPRI,"Labuh Baru Barat, Payung Sekaki, Kota Pekanbaru, Riau 28292",Buka 24 Jam,4.86,107.53 km,3/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 1)",2025-05-14 20:21:55
SPKLU PLN ZILA CAFE,"Jl. Padang - Alahan Panjang, Simpang Tj. Nan IV, Kec. Danau Kembar, Kabupaten Solok, Sumatera Barat 27383",Buka 24 Jam,5.00,128.53 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 20:28:12
SPKLU Adira Sayang Bumiku,"Jl. Raya Serpong KM 7 no.8, Pakulon Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15325",Buka 24 Jam,4.72,846.23 km,2/3 Konektor Tersedia,"('22 kW', '22 kW', '30 kW')","(0, 1, 1)",2025-05-14 22:10:27
SPKLU Rest Area KM 65 B Pekanbaru - Dumai,"Jl. Tol Pekanbaru - Dumai No. KM 65 B, Tengganau, Kec. Pinggir, Kabupaten Bengkalis, Riau 28784",Buka 24 Jam,4.50,176.88 km,2/3 Konektor Tersedia,"('50 kW', '50 kW', '22 kW')","(1, 1, 0)",2025-05-14 20:35:44
SPKLU PLN ULP RANGKASBITUNG,"Jl. RT Hardiwinangun No.39, Rangkasbitung Banten 42312",Buka 24 Jam,3.58,827.13 km,2/2 Konektor Tersedia,"('7 kW', '7 kW')","(1, 1)",2025-05-14 21:44:27
SPKLU PLN ULP PENDOPO,"Jalan Merdeka Talang Ubi Selatan Pendopo, Kab. Penukal Abab Lematang Ilir, Sumatera Selatan 31212",Buka 24 Jam,0.00,394.86 km,0/1 Konektor Tersedia,(),(),2025-05-14 20:48:25
SPKLU PLN ULP LUBUK LINGGAU,"Jl. Yos Sudarso No.5,  Kota Lubuk Linggau, Sumatera Selatan",Buka 24 Jam,5.00,342.12 km,3/3 Konektor Tersedia,(),(),2025-05-14 20:46:59
SPKLU PLN ULP LHOKSEUMAWE KOTA,"Jl. Malikussaleh No.1, Lancang Garam, Kec. Banda Sakti, Kota Lhokseumawe, Aceh 24351",Buka 24 Jam,5.00,801.29 km,0/1 Konektor Tersedia,"('7 kW',)","(0,)",2025-05-14 21:36:58
SPKLU Ashta Arcade Blok A,"Jl. Raya Rajeg, Sindang Panon, Sindang Jaya, Kab. Tangerang, Banten",Buka 24 Jam,0.00,829.99 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:47:14
SPKLU The Campus Coffee and Eatery,"Jl. Pinang, Pabuaran, Kec. Tigaraksa, Kabupaten Tangerang, Banten",Buka 24 Jam,5.00,835.10 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:51:48
SPKLU PLN UID LAMPUNG,"Jl. ZA. Pagar Alam No.5, Rajabasa, Kota Banjar Lampung, Lampung 35144",Buka 24 Jam,4.88,671.68 km,3/3 Konektor Tersedia,"('100 kW', '100 kW', '22 kW')","(1, 1, 1)",2025-05-14 21:20:50
SPKLU PLN ULP AIR MOLEK,"Jl Sultan Ibrahim, Candirejo, Kec. Pasir Penyu, Kabupaten Indragiri Hulu, Riau",Buka 24 Jam,5.00,63.92 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 20:16:52
SPKLU Perum Akasia MC,"Griya Inti Sentosa, Jl. Akasia Bukit Golf Mediterania",Buka 24 Jam,4.18,841.27 km,4/4 Konektor Tersedia,"('22 kW', '22 kW', '22 kW', '22 kW')","(1, 1, 1, 1)",2025-05-14 22:01:23
SPKLU Rest Area KM 215 B Tol Terpeka,"Rest Area KM 208 A Tol Terpeka, Bakauheni - Kayu Agung Rd, Mulya Sari, Gunung Agung, West Tulang Bawang Regency, Lampung 34684",Buka 24 Jam,4.25,569.26 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:15:14
SPKLU LAMPUNG CITY MALL,"Jl. Yos Sudarso No.80, Bumi Waras, Kec. Bumi Waras, Kota Bandar Lampung",Buka 24 Jam,4.82,682.12 km,0/1 Konektor Tersedia,"('22 kW',)","(0,)",2025-05-14 21:23:40
SPKLU Ashta Arcade Blok B,"Jl. Raya Rajeg, Sindang Panon, Sindang Jaya, Kab. Tangerang, Banten",Buka 24 Jam,5.00,829.85 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:47:03
SPKLU PLN ULP LIPAT KAIN,"Lipat Kain, Kec. Kampar Kiri, Kabupaten Kampar, Riau 28471",Buka 24 Jam,5.00,75.51 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 20:17:31
SPKLU Alun-Alun Rangkasbitung,"Jl. Alun-alun Rangkasbitung, Lebak Banten",Buka 24 Jam,3.29,827.42 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-14 21:44:44
SPKLU PLN UP3 CENGKARENG,"Jl Peta Selatan No.39, Cengkareng, Jakarta Barat, DKI Jakarta 11750",Buka 24 Jam,4.00,844.94 km,1/2 Konektor Tersedia,"('7 kW', '22 kW')","(0, 1)",2025-05-14 22:07:52
SPKLU PLN UP3 BANGKINANG,"Jl. Bangkinang-Payakumbuh, Merangin, Kabupaten Kampar, Riau",Buka 24 Jam,5.00,119.67 km,2/2 Konektor Tersedia,"('50 kW', '50 kW')","(1, 1)",2025-05-14 20:24:03
SPKLU PLN ULP SEI DURI,"Jl. Sumbawa No.98A, Sungai Duri, Kec. Sungai Raya, Kabupaten Bengkayng Kalimantan Barat 79271",Buka 24 Jam,0.00,810.38 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-14 21:39:25
SPKLU PLN IP SURALAYA,"Jl. Suralaya No. 21, Suralaya, Kec. Pulomerak, Kota Cilegon, Banten 42439",Buka 24 Jam,5.00,772.03 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-14 21:30:33
SPKLU HOTEL ASTON CILEGON,"Jl. KH Wasyid No. 35 A Sukmajaya, Kec. Jombang Kota Cilegon Banten",Buka 24 Jam,4.69,785.48 km,1/2 Konektor Tersedia,"('22 kW', '22 kW')","(0, 1)",2025-05-14 21:33:48
SPKLU PLN ULP CILEGON,"Jl. Achmad Yani No. 57, Sukmajaya, Kec Jombang Kota Cilegon, Banten 42416",Buka 24 Jam,4.70,784.86 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:33:14
SPKLU Pelindo Regional 2 Tanjung Pandan,"Jl. Pelabuhan Tanjungpandan No.1, Tj. Pandan, Kec. Tj. Pandan, Kabupaten Belitung, Kepulauan Bangka Belitung 33411",Buka 24 Jam,5.00,706.35 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:26:21
SPKLU PLN ULP TANJUNGPANDAN,"Jl.Sekolah, Kecamatan Tanjungpandan, Kab Belitung Kepulauan Bangka Belitung 33512",Buka 24 Jam,5.00,706.94 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:26:32
SPKLU PLN ULP BATUSANGKAR,"Jl. Ps. Papan, Baringin, Kec. Lima Kaum, Kabupaten Tanah Datar, Sumatera Barat 27212",Buka 24 Jam,5.00,125.06 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 20:27:07
SPKLU Rest Area KM 70  Serang - Panimbang,"Jl. Tol Serang Panimbang KM 70, Mongpok Kec. Cikeusal Kab. Serang",Buka 24 Jam,0.00,812.49 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-14 21:39:56
SPKLU PLN ULP BENGKALIS,"Jl. Antara, Rimba Sekampung, Kabupaten Bengkalis, Riau",Buka 24 Jam,5.00,214.38 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 20:39:08
SPKLU WIKA RANGKASBITUNG,"Jl. Tol Serang - Panimbang , Kadu Agung Tengah, Kec Cibadak Kabupaten Lebak Banten",Buka 24 Jam,4.94,824.76 km,0/1 Konektor Tersedia,"('22 kW',)","(0,)",2025-05-14 21:43:02
SPKLU PLN HOTEL HARPER MEDAN,"Jl. K.H. Wahid Hasyim No.53 / 72, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154",Buka 24 Jam,5.00,558.21 km,0/1 Konektor Tersedia,"('22 kW',)","(0,)",2025-05-14 21:12:57
SPKLU EV LOKA ORANGE GROVES PIK 2,"JL KH Mas Mansyur Salembaran, Kec Kosambi, Kab Tangerang Banten 15214",Buka 24 Jam,3.64,833.31 km,2/4 Konektor Tersedia,"('22 kW', '22 kW', '22 kW', '22 kW')","(1, 0, 0, 1)",2025-05-14 21:50:26
SPKLU PLN ULP KOBA,"Jl. Listrik No. 001 Koba, Kabupaten Bangka Tengah, Kepulauan Bangka Belitung",Buka 24 Jam,5.00,569.49 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:15:26
SPKLU PLN ULP PANGKALAN BALAI,"Pangkalan Balai, Banyuasin III, Kab. Banyuasin, Sumatera Selatan",Buka 24 Jam,3.50,405.35 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 20:49:08
SPKLU Rest Area KM 20 B TRANS-SUMATERA,"Rawi, Kec. Penengahan, Lampung",Buka 24 Jam,4.07,732.68 km,5/5 Konektor Tersedia,"('25 kW', '25 kW', 'A CCS2', 'B CCS2', '4 kW')","(1, 1, 1, 1, 1)",2025-05-14 21:29:02
SPKLU PLN ULP SEI JAWI,"Jl. Re.Martadinata, Sungai Jawi Luar, Kec. Pontianak Bar., Kota Pontianak, Kalimantan Barat 78113",Buka 24 Jam,5.00,846.93 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-14 22:11:33
SPKLU PLN ULP AMPERA,"Jl. Gub. H.A. Bastari  Jakabaring, Palembang, Sumatera Selatan",Buka 24 Jam,4.88,444.75 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-14 20:55:21
SPKLU Fairfield Hotel Belitung,"Jl. Pattimura No.1, Tj. Pendam, Kec. Tj. Pandan, Kabupaten Belitung, Kepulauan Bangka Belitung",Buka 24 Jam,0.00,705.53 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:26:04
SPKLU PLN UIW S2JB Rivai,Jalan Kapt. Arivai no. 37 Palembang,Buka 24 Jam,3.45,440.21 km,2/2 Konektor Tersedia,"('25 kW', '22 kW')","(1, 1)",2025-05-14 20:53:38
SPKLU PLN ULP BATURAJA,"Jl. Jend. Ahmad Yani, Baturaja Lama, Kec. Baturaja Timur, Kabupaten Ogan Komering Ulu, Sumatera Selatan 32121",Buka 24 Jam,0.00,492.04 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:00:45
SPKLU PLN ULP LABUAN,"Jl. Raya Jend. Sudirman, Labuan, Kec. Labuan, Kabupaten Pandeglang, Banten 42264",Buka 24 Jam,5.00,801.30 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:37:11
SPKLU Jaya Imperial Park,"Jaya Garden Polis, Jl. Raya Mauk KM. 11 Sepatan, Tangerang - Banten",Buka 24 Jam,4.47,831.02 km,0/2 Konektor Tersedia,"('22 kW', '4 kW')","(0, 0)",2025-05-14 21:48:09
SPKLU Duta Indah Residence,"Jalan Duta Arcadia, No.1, Perumahan Duta Indah Residence, Duta Sport Club, RT. 001/ RW. 021, Gebang Raya, Kec. Periuk, Kota Tangerang, Banten, 15132",Buka 24 Jam,4.43,835.65 km,1/1 Konektor Tersedia,"('7 kW',)","(1,)",2025-05-14 21:52:05
SPKLU PLN ULP IDI,"JL. Medan - Banda Aceh, Gp. Tanoh Anou, Kab. Aceh Timur, Idi Rayeuk, Aceh, 24454",Buka 24 Jam,5.00,737.45 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:29:31
SPKLU HOTEL EMERALD MEDAN,"Jl. KL. Yos Sudarso No.1, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20235",Buka 24 Jam,5.00,559.10 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:13:20
SPKLU PLN ULP MUARA SABAK,"Jl‎. ‎Sultan Thaha‎, ‎Tanjung Jabung Timur‎, ‎36761‎",Buka 24 Jam,0.00,247.36 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 20:42:01
SPKLU Tsahang,"Jl. Merdeka No.184, Batin Tikal, Kec. Taman Sari, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33684",Buka 24 Jam,5.00,523.75 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:03:37
SPKLU WARKOP PAPA,"Jl. Hamidah No. 67 Batin Tikal, Kota Pangkal Pinang, Kepulauan Bangka Belitung",Buka 24 Jam,5.00,523.92 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:04:11
SPKLU EV LOKA LANDS END PIK 2,"JL Yos Sudarso, Pasir Putih, Kabupaten Tangerang 15211",Buka 24 Jam,3.30,837.33 km,4/4 Konektor Tersedia,"('22 kW', '22 kW', '22 kW', '22 kW')","(1, 1, 1, 1)",2025-05-14 21:54:07
SPKLU PLN Kantor Jaga Kelapa Kampit,"Mayang, Kec. Klp. Kampit, Kabupaten Belitung Timur, Kepulauan Bangka Belitung",Buka 24 Jam,0.00,752.94 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:30:05
SPKLU PANTAI MUTIARA,"Jalan Pantai Mutiara T, Pluit, Kec. Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14450",Buka 24 Jam,0.00,843.89 km,0/1 Konektor Tersedia,(),(),2025-05-14 22:05:07
SPKLU HVT Hotel Qubika Serpong,"Jalan Boulevard Raya Gading Serpong No.10, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15334",Buka 24 Jam,4.44,844.91 km,3/4 Konektor Tersedia,"('120 kW', '120 kW', '60 kW', '60 kW')","(1, 1, 1, 0)",2025-05-14 22:07:30
SPKLU PLN ULP GEBANG,"Jl. Medan Banda Aceh 67, Pekan Gebang, Kec. Gebang, Kabupaten Langkat, Sumatera Utara 20857",Buka 24 Jam,5.00,612.68 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:18:01
SPKLU Rest Area KM 172-B Tulang Bawang Barat,"Rest Area KM 172-B Tulang Bawang Barat, Lampung",Buka 24 Jam,4.44,602.02 km,4/4 Konektor Tersedia,"('22 kW', '50 kW', '50 kW', '22 kW')","(1, 1, 1, 1)",2025-05-14 21:17:11
SPKLU PLN HOTEL EMERSIA,"Jl. Hamka No.41Jorong Parak Juar, Jl. Hamka No.60, Baringin, Kec. Lima Kaum, Kabupaten Tanah Datar, Sumatera Barat 27211",Buka 24 Jam,5.00,125.50 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 20:27:18
SPKLU PLN TRANSMART PADANG,"Jl. Khatib Sulaiman No.85, Ulak Karang Sel., Kec. Padang Utara, Kota Padang, Sumatera Barat 25137",Buka 24 Jam,5.00,160.89 km,2/2 Konektor Tersedia,"('22 kW', '22 kW')","(1, 1)",2025-05-14 20:33:04
SPKLU PLN KANTOR JAGA TEMPILANG,"Desa Tempilang, Kec. Tempilang, Kabupaten Bangka Barat, Kepulauan Bangka Belitung 33365",Buka 24 Jam,0.00,476.54 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 20:59:34
Rest Area KM 277 Terpeka,Rest Area Km. 277  Jalan Tol  Bakauhuni - Kayu Agung,Buka 24 Jam,3.67,522.49 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:02:52
SPKLU PLN ULP TEMBILAHAN,"Jl. Gn. Daek, Tembilahan Kota, Kec. Tembilahan, Kabupaten Indragiri Hilir, Riau",Buka 24 Jam,4.83,160.18 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 20:32:08
SPKLU PLN ULP Bagan Siapi Api,"Jl. Pahlawan, Bagan Tim., Kec. Bangko, Kabupaten Rokan Hilir",Buka 24 Jam,0.00,302.43 km,1/1 Konektor Tersedia,"('30 kW',)","(1,)",2025-05-14 20:44:53
SPKLU PLN ULP PANAM,Jl. HR Soebrantas No Km Rw 12 Simpang Baru.Kecamatan Tampan Kota Pekanbaru Riau,Buka 24 Jam,0.00,104.76 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 20:20:57
SPKLU Taman AeroSport,"Jl. Kaharuddin Nst No.169c, Perhentian Marpoyan, Kota Pekanbaru, Riau",Buka 24 Jam,0.00,102.36 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 20:20:07
SPKLU REST AREA KM 67 A Tol Bakauheni-Terbanggi Besar,"SPKLU REST AREA KM 67 A Tol Bakauheni-Terbanggi Besar,Serdang, Kec. Tj. Bintang, Kabupaten Lampung Selatan, Lampung 35361",Buka 24 Jam,0.00,688.29 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:25:04
SPKLU PLN ULP LABUHAN,"Jl. KL. Yos Sudarso, M A B A R, Kec. Medan Deli, Kota Medan, Sumatera Utara 20242",Buka 24 Jam,5.00,565.12 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:15:02
SPKLU KAMPUNG EROPA HARAU,"Tarantang, Harau, Lima Puluh Kota Regency, West Sumatra 26271",Buka 24 Jam,5.00,121.58 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 20:25:28
SPKLU PLN ULP MUARA BELITI,"Desa Muara Beliti Baru, Muara Beliti, Kab.Musi Rawas  Sumsel  31661",Buka 24 Jam,0.00,343.96 km,1/1 Konektor Tersedia,(),(),2025-05-14 20:47:32
SPKLU PLN ULP MUARA DUA,"Jl. Ahmad Yani No.102, Bumi Agung, Kec. Muara Dua, Kabupaten Ogan Komering Ulu Selatan, Sumatera Selatan 32211",Buka 24 Jam,0.00,525.83 km,1/1 Konektor Tersedia,"('22 kW',)","(1,)",2025-05-14 21:04:22
